time_s,altitude_ft,temperature,voltage
73.75,6066,74.1F,7.9
73.8,6057,74.1F,7.9
73.85,6059,74.1F,7.9
73.9,6061,74.1F,7.9
73.95,6065,74.1F,7.9
74,6056,74.1F,7.9
74.05,6037,74.1F,7.9
74.1,6019,74.1F,7.9
74.15,6020,74.1F,7.9
74.2,6019,74.1F,7.9
74.25,6022,74.1F,7.9
74.3,6025,74.1F,7.9
74.35,6027,74.1F,7.9
74.4,6016,74.1F,7.9
74.45,6010,74.1F,7.9
74.5,6012,74.1F,7.9
74.55,6007,74.1F,7.9
74.6,5997,74.1F,7.9
74.65,5994,74.1F,7.9
74.7,5994,74.1F,7.9
74.75,5992,74.1F,7.9
74.8,5995,74.1F,7.9
74.85,5983,74.1F,7.9
74.9,5986,74.1F,7.9
74.95,5977,74.1F,7.9
75,5973,74.1F,7.9
75.05,5975,74.1F,7.9
75.1,5972,74.1F,7.9
75.15,5978,74.1F,7.9
75.2,5971,74.1F,7.9
75.25,5971,74.1F,7.9
75.3,5966,74.1F,7.9
75.35,5959,74.1F,7.9
75.4,5954,74.1F,7.9
75.45,5954,74.1F,7.9
75.5,5949,74.1F,7.9
75.55,5941,74.1F,7.9
75.6,5944,74.1F,7.9
75.65,5941,74.1F,7.9
75.7,5936,74.1F,7.9
75.75,5938,74.1F,7.9
75.8,5935,74.1F,7.9
75.85,5931,74.1F,7.9
75.9,5924,74.1F,7.9
75.95,5925,74.1F,7.9
76,5925,74.1F,7.9
76.05,5934,74.1F,7.9
76.1,5923,74.1F,7.9
76.15,5920,74.1F,7.9
76.2,5912,74.1F,7.9
76.25,5914,74.1F,7.9
76.3,5900,74.1F,7.9
76.35,5893,74.1F,7.9
76.4,5892,74.1F,7.9
76.45,5896,74.1F,7.9
76.5,5900,74.1F,7.9
76.55,5893,74.1F,7.9
76.6,5889,74.1F,7.9
76.65,5890,74.1F,7.9
76.7,5875,74.1F,7.9
76.75,5861,74.1F,7.9
76.8,5860,74.1F,7.9
76.85,5860,74.1F,7.9
76.9,5857,74.1F,7.9
76.95,5867,74.1F,7.9
77,5854,74.1F,7.9
77.05,5844,74.0F,7.9
77.1,5840,74.1F,7.9
77.15,5856,74.1F,7.9
77.2,5838,74.0F,7.9
77.25,5845,74.0F,7.9
77.3,5836,74.0F,7.9
77.35,5835,74.0F,7.9
77.4,5833,74.0F,7.9
77.45,5826,74.0F,7.9
77.5,5826,74.0F,7.9
77.55,5824,74.0F,7.9
77.6,5816,74.0F,7.9
77.65,5811,74.0F,7.9
77.7,5807,74.0F,7.9
77.75,5810,74.0F,7.9
77.8,5802,74.0F,7.9
77.85,5798,74.0F,7.9
77.9,5788,74.0F,7.9
77.95,5802,74.0F,7.9
78,5796,74.0F,7.9
78.05,5789,74.0F,7.9
78.1,5786,74.0F,7.9
78.15,5785,74.0F,7.9
78.2,5780,74.0F,7.9
78.25,5781,74.0F,7.9
78.3,5776,74.0F,7.9
78.35,5768,74.0F,7.9
78.4,5755,74.0F,7.9
78.45,5754,74.0F,7.9
78.5,5749,74.0F,7.9
78.55,5743,74.0F,7.9
78.6,5737,74.0F,7.9
78.65,5736,74.0F,7.9
78.7,5741,74.0F,7.9
78.75,5746,74.0F,7.9
78.8,5744,74.0F,7.9
78.85,5744,74.0F,7.9
78.9,5736,74.0F,7.9
78.95,5740,74.0F,7.9
79,5735,74.0F,7.9
79.05,5727,74.0F,7.9
79.1,5728,74.0F,7.9
79.15,5729,74.0F,7.9
79.2,5727,74.0F,7.9
79.25,5721,74.0F,7.9
79.3,5715,74.0F,7.9
79.35,5710,74.0F,7.9
79.4,5710,73.9F,7.9
79.45,5703,74.0F,7.9
79.5,5694,74.0F,7.9
79.55,5691,74.0F,7.9
79.6,5698,73.9F,7.9
79.65,5698,73.9F,7.9
79.7,5693,73.9F,7.9
79.75,5688,73.9F,7.9
79.8,5696,73.9F,7.9
79.85,5680,73.9F,7.9
79.9,5686,73.9F,7.9
79.95,5688,73.9F,7.9
80,5685,73.9F,7.9
80.05,5686,73.9F,7.9
80.1,5677,73.9F,7.9
80.15,5677,73.9F,7.9
80.2,5676,73.9F,7.9
80.25,5678,73.9F,7.9
80.3,5673,73.9F,7.9
80.35,5671,73.9F,7.9
80.4,5672,73.9F,7.9
80.45,5661,73.9F,7.9
80.5,5655,73.9F,7.9
80.55,5653,73.9F,7.9
80.6,5646,73.9F,7.9
80.65,5643,73.9F,7.9
80.7,5638,73.9F,7.9
80.75,5633,73.9F,7.9
80.8,5626,73.9F,7.9
80.85,5620,73.9F,7.9
80.9,5620,73.9F,7.9
80.95,5620,73.9F,7.9
81,5620,73.9F,7.9
81.05,5622,73.9F,7.9
81.1,5627,73.9F,7.9
81.15,5627,73.9F,7.9
81.2,5609,73.9F,7.9
81.25,5601,73.9F,7.9
81.3,5602,73.9F,7.9
81.35,5598,73.9F,7.9
81.4,5592,73.9F,7.9
81.45,5588,73.9F,7.9
81.5,5578,73.9F,7.9
81.55,5570,73.9F,7.9
81.6,5568,73.9F,7.9
81.65,5563,73.9F,7.9
81.7,5569,73.9F,7.9
81.75,5566,73.9F,7.9
81.8,5576,73.9F,7.9
81.85,5571,73.9F,7.9
81.9,5569,73.9F,7.9
81.95,5572,73.9F,7.9
82,5555,73.9F,7.9
82.05,5545,73.9F,7.9
82.1,5535,73.9F,7.9
82.15,5536,73.9F,7.9
82.2,5532,73.9F,7.9
82.25,5531,73.9F,7.9
82.3,5527,73.9F,7.9
82.35,5520,73.9F,7.9
82.4,5511,73.9F,7.9
82.45,5505,73.9F,7.9
82.5,5495,73.9F,7.9
82.55,5499,73.9F,7.9
82.6,5501,73.9F,7.9
82.65,5502,73.9F,7.9
82.7,5497,73.8F,7.9
82.75,5502,73.8F,7.9
82.8,5500,73.8F,7.9
82.85,5495,73.8F,7.9
82.9,5493,73.8F,7.9
82.95,5490,73.8F,7.9
83,5476,73.8F,7.9
83.05,5476,73.8F,7.9
83.1,5479,73.8F,7.9
83.15,5472,73.8F,7.9
83.2,5470,73.8F,7.9
83.25,5461,73.8F,7.9
83.3,5469,73.8F,7.9
83.35,5462,73.8F,7.9
83.4,5471,73.8F,7.9
83.45,5464,73.8F,7.9
83.5,5449,73.8F,7.9
83.55,5454,73.8F,7.9
83.6,5449,73.8F,7.9
83.65,5456,73.8F,7.9
83.7,5448,73.8F,7.9
83.75,5444,73.8F,7.9
83.8,5448,73.8F,7.9
83.85,5457,73.8F,7.9
83.9,5458,73.8F,7.9
83.95,5426,73.8F,7.9
84,5433,73.8F,7.9
84.05,5415,73.8F,7.9
84.1,5421,73.8F,7.9
84.15,5407,73.8F,7.9
84.2,5405,73.8F,7.9
84.25,5405,73.8F,7.9
84.3,5408,73.8F,7.9
84.35,5396,73.8F,7.9
84.4,5392,73.8F,7.9
84.45,5392,73.8F,7.9
84.5,5399,73.8F,7.9
84.55,5380,73.8F,7.9
84.6,5376,73.8F,7.9
84.65,5392,73.8F,7.9
84.7,5379,73.8F,7.9
84.75,5370,73.8F,7.9
84.8,5363,73.8F,7.9
84.85,5350,73.8F,7.9
84.9,5344,73.8F,7.9
84.95,5353,73.8F,7.9
85,5343,73.8F,7.9
85.05,5331,73.8F,7.9
85.1,5342,73.8F,7.9
85.15,5335,73.8F,7.9
85.2,5332,73.8F,7.9
85.25,5332,73.8F,7.9
85.3,5333,73.8F,7.9
85.35,5330,73.8F,7.9
85.4,5333,73.8F,7.9
85.45,5313,73.8F,7.9
85.5,5307,73.8F,7.9
85.55,5303,73.8F,7.9
85.6,5292,73.8F,7.9
85.65,5283,73.8F,7.9
85.7,5282,73.8F,7.9
85.75,5278,73.8F,7.9
85.8,5277,73.8F,7.9
85.85,5278,73.8F,7.9
85.9,5277,73.8F,7.9
85.95,5275,73.8F,7.9
86,5276,73.8F,7.9
86.05,5283,73.8F,7.9
86.1,5270,73.8F,7.9
86.15,5267,73.8F,7.9
86.2,5279,73.8F,7.9
86.25,5266,73.8F,7.9
86.3,5262,73.8F,7.9
86.35,5262,73.8F,7.9
86.4,5264,73.8F,7.9
86.45,5262,73.8F,7.9
86.5,5256,73.8F,7.9
86.55,5246,73.8F,7.9
86.6,5236,73.8F,7.9
86.65,5236,73.8F,7.9
86.7,5236,73.8F,7.9
86.75,5230,73.8F,7.9
86.8,5227,73.8F,7.9
86.85,5220,73.8F,7.9
86.9,5214,73.8F,7.9
86.95,5207,73.7F,7.9
87,5201,73.7F,7.9
87.05,5199,73.7F,7.9
87.1,5191,73.8F,7.9
87.15,5189,73.7F,7.9
87.2,5185,73.7F,7.9
87.25,5184,73.7F,7.9
87.3,5190,73.7F,7.9
87.35,5195,73.7F,7.9
87.4,5198,73.7F,7.9
87.45,5196,73.7F,7.9
87.5,5201,73.7F,7.9
87.55,5198,73.7F,7.9
87.6,5193,73.7F,7.9
87.65,5188,73.7F,7.9
87.7,5183,73.7F,7.9
87.75,5174,73.7F,7.9
87.8,5171,73.7F,7.9
87.85,5170,73.7F,7.9
87.9,5162,73.7F,7.9
87.95,5159,73.7F,7.9
88,5153,73.7F,7.9
88.05,5153,73.7F,7.9
88.1,5149,73.7F,7.9
88.15,5150,73.7F,7.9
88.2,5147,73.7F,7.9
88.25,5144,73.7F,7.9
88.3,5142,73.7F,7.9
88.35,5132,73.7F,7.9
88.4,5129,73.7F,7.9
88.45,5124,73.7F,7.9
88.5,5121,73.7F,7.9
88.55,5140,73.7F,7.9
88.6,5141,73.7F,7.9
88.65,5125,73.7F,7.9
88.7,5121,73.7F,7.9
88.75,5126,73.7F,7.9
88.8,5116,73.7F,7.9
88.85,5104,73.7F,7.9
88.9,5097,73.7F,7.9
88.95,5103,73.7F,7.9
89,5107,73.7F,7.9
89.05,5093,73.7F,7.9
89.1,5086,73.7F,7.9
89.15,5083,73.6F,7.9
89.2,5079,73.6F,7.9
89.25,5073,73.6F,7.9
89.3,5081,73.6F,7.9
89.35,5088,73.6F,7.9
89.4,5077,73.6F,7.9
89.45,5074,73.6F,7.9
89.5,5065,73.6F,7.9
89.55,5060,73.6F,7.9
89.6,5052,73.6F,7.9
89.65,5053,73.6F,7.9
89.7,5054,73.6F,7.9
89.75,5059,73.6F,7.9
89.8,5050,73.6F,7.9
89.85,5039,73.6F,7.9
89.9,5031,73.6F,7.9
89.95,5033,73.6F,7.9
90,5032,73.6F,7.9
90.05,5023,73.6F,7.9
90.1,5034,73.6F,7.9
90.15,5031,73.6F,7.9
90.2,5020,73.6F,7.9
90.25,5014,73.6F,7.9
90.3,5009,73.6F,7.9
90.35,5004,73.6F,7.9
90.4,5004,73.5F,7.9
90.45,5013,73.6F,7.9
90.5,5001,73.6F,7.9
90.55,4998,73.6F,7.9
90.6,4994,73.5F,7.9
90.65,4989,73.5F,7.9
90.7,4982,73.5F,7.9
90.75,4995,73.5F,7.9
90.8,4976,73.5F,7.9
90.85,4972,73.5F,7.9
90.9,4966,73.5F,7.9
90.95,4967,73.5F,7.9
91,4975,73.5F,7.9
91.05,4960,73.5F,7.9
91.1,4960,73.5F,7.9
91.15,4956,73.5F,7.9
91.2,4961,73.5F,7.9
91.25,4958,73.5F,7.9
91.3,4942,73.5F,7.9
91.35,4941,73.5F,7.9
91.4,4931,73.5F,7.9
91.45,4934,73.5F,7.9
91.5,4942,73.5F,7.9
91.55,4930,73.5F,7.9
91.6,4925,73.5F,7.9
91.65,4919,73.5F,7.9
91.7,4913,73.5F,7.9
91.75,4922,73.5F,7.9
91.8,4923,73.5F,7.9
91.85,4911,73.5F,7.9
91.9,4914,73.5F,7.9
91.95,4921,73.5F,7.9
92,4901,73.5F,7.9
92.05,4905,73.5F,7.9
92.1,4907,73.5F,7.9
92.15,4891,73.5F,7.9
92.2,4882,73.5F,7.9
92.25,4878,73.5F,7.9
92.3,4871,73.5F,7.9
92.35,4868,73.5F,7.9
92.4,4887,73.5F,7.9
92.45,4867,73.5F,7.9
92.5,4877,73.5F,7.9
92.55,4866,73.5F,7.9
92.6,4865,73.5F,7.9
92.65,4862,73.5F,7.9
92.7,4864,73.5F,7.9
92.75,4863,73.5F,7.9
92.8,4852,73.4F,7.9
92.85,4850,73.5F,7.9
92.9,4844,73.5F,7.9
92.95,4834,73.5F,7.9
93,4828,73.5F,7.9
93.05,4831,73.4F,7.9
93.1,4831,73.4F,7.9
93.15,4836,73.4F,7.9
93.2,4829,73.4F,7.9
93.25,4816,73.4F,7.9
93.3,4810,73.4F,7.9
93.35,4810,73.4F,7.9
93.4,4791,73.4F,7.9
93.45,4787,73.4F,7.9
93.5,4791,73.4F,7.9
93.55,4793,73.4F,7.9
93.6,4794,73.4F,7.9
93.65,4791,73.4F,7.9
93.7,4790,73.4F,7.9
93.75,4783,73.4F,7.9
93.8,4782,73.4F,7.9
93.85,4775,73.4F,7.9
93.9,4768,73.4F,7.9
93.95,4764,73.4F,7.9
94,4757,73.4F,7.9
94.05,4758,73.3F,7.9
94.1,4755,73.3F,7.9
94.15,4756,73.4F,7.9
94.2,4756,73.4F,7.9
94.25,4760,73.4F,7.9
94.3,4759,73.3F,7.9
94.35,4748,73.3F,7.9
94.4,4741,73.4F,7.9
94.45,4732,73.3F,7.9
94.5,4728,73.4F,7.9
94.55,4728,73.4F,7.9
94.6,4718,73.3F,7.9
94.65,4711,73.4F,7.9
94.7,4715,73.3F,7.9
94.75,4725,73.3F,7.9
94.8,4718,73.4F,7.9
94.85,4710,73.3F,7.9
94.9,4704,73.3F,7.9
94.95,4701,73.3F,7.9
95,4697,73.3F,7.9
95.05,4692,73.3F,7.9
95.1,4691,73.3F,7.9
95.15,4691,73.3F,7.9
95.2,4678,73.3F,7.9
95.25,4675,73.3F,7.9
95.3,4669,73.3F,7.9
95.35,4665,73.3F,7.9
95.4,4659,73.3F,7.9
95.45,4655,73.3F,7.9
95.5,4651,73.3F,7.9
95.55,4647,73.3F,7.9
95.6,4649,73.3F,7.9
95.65,4650,73.3F,7.9
95.7,4655,73.3F,7.9
95.75,4653,73.3F,7.9
95.8,4651,73.3F,7.9
95.85,4652,73.3F,7.9
95.9,4648,73.3F,7.9
95.95,4648,73.3F,7.9
96,4646,73.3F,7.9
96.05,4642,73.3F,7.9
96.1,4642,73.3F,7.9
96.15,4635,73.3F,7.9
96.2,4636,73.3F,7.9
96.25,4627,73.3F,7.9
96.3,4627,73.3F,7.9
96.35,4621,73.3F,7.9
96.4,4618,73.2F,7.9
96.45,4611,73.2F,7.9
96.5,4603,73.2F,7.9
96.55,4601,73.2F,7.9
96.6,4596,73.2F,7.9
96.65,4595,73.2F,7.9
96.7,4594,73.2F,7.9
96.75,4592,73.2F,7.9
96.8,4598,73.2F,7.9
96.85,4598,73.2F,7.9
96.9,4597,73.2F,7.9
96.95,4587,73.2F,7.9
97,4579,73.2F,7.9
97.05,4583,73.2F,7.9
97.1,4577,73.2F,7.9
97.15,4570,73.2F,7.9
97.2,4572,73.2F,7.9
97.25,4575,73.2F,7.9
97.3,4575,73.2F,7.9
97.35,4571,73.2F,7.9
97.4,4564,73.2F,7.9
97.45,4556,73.2F,7.9
97.5,4544,73.2F,7.9
97.55,4548,73.2F,7.9
97.6,4546,73.1F,7.9
97.65,4538,73.1F,7.9
97.7,4534,73.1F,7.9
97.75,4533,73.1F,7.9
97.8,4532,73.1F,7.9
97.85,4530,73.1F,7.9
97.9,4528,73.1F,7.9
97.95,4524,73.1F,7.9
98,4508,73.1F,7.9
98.05,4507,73.1F,7.9
98.1,4512,73.1F,7.9
98.15,4505,73.1F,7.9
98.2,4514,73.1F,7.9
98.25,4489,73.1F,7.9
98.3,4479,73.1F,7.9
98.35,4487,73.1F,7.9
98.4,4482,73.1F,7.9
98.45,4482,73.1F,7.9
98.5,4478,73.1F,7.9
98.55,4485,73.1F,7.9
98.6,4475,73.1F,7.9
98.65,4478,73.1F,7.9
98.7,4478,73.1F,7.9
98.75,4465,73.1F,7.9
98.8,4461,73.1F,7.9
98.85,4464,73.1F,7.9
98.9,4460,73.1F,7.9
98.95,4465,73.1F,7.9
99,4450,73.1F,7.9
99.05,4447,73.1F,7.9
99.1,4445,73.1F,7.9
99.15,4445,73.1F,7.9
99.2,4438,73.1F,7.9
99.25,4428,73.1F,7.9
99.3,4423,73.1F,7.9
99.35,4426,73.1F,7.9
99.4,4418,73.1F,7.9
99.45,4413,73.1F,7.9
99.5,4406,73.1F,7.9
99.55,4402,73.1F,7.9
99.6,4403,73.1F,7.9
99.65,4423,73.1F,7.9
99.7,4396,73.1F,7.9
99.75,4395,73.1F,7.9
99.8,4401,73.1F,7.9
99.85,4396,73.1F,7.9
99.9,4388,73.1F,7.9
99.95,4387,73.1F,7.9
100,4380,73.1F,7.9
100.05,4371,73.1F,7.9
100.1,4367,73.1F,7.9
100.15,4382,73.1F,7.9
100.2,4365,73.1F,7.9
100.25,4362,73.1F,7.9
100.3,4361,73.1F,7.9
100.35,4363,73.1F,7.9
100.4,4355,73.1F,7.9
100.45,4360,73.1F,7.9
100.5,4348,73.1F,7.9
100.55,4344,73.1F,7.9
100.6,4351,73.1F,7.9
100.65,4346,73.1F,7.9
100.7,4351,73.1F,7.9
100.75,4345,73.1F,7.9
100.8,4336,73.1F,7.9
100.85,4339,73.1F,7.9
100.9,4337,73.1F,7.9
100.95,4333,73.1F,7.9
101,4324,73.1F,7.9
101.05,4310,73.1F,7.9
101.1,4313,73.1F,7.9
101.15,4313,73.1F,7.9
101.2,4309,73.1F,7.9
101.25,4321,73.1F,7.9
101.3,4321,73.1F,7.9
101.35,4307,73.1F,7.9
101.4,4306,73.1F,7.9
101.45,4311,73.1F,7.9
101.5,4313,73.1F,7.9
101.55,4301,73.1F,7.9
101.6,4298,73.1F,7.9
101.65,4278,73.1F,7.9
101.7,4270,73.1F,7.9
101.75,4275,73.1F,7.9
101.8,4279,73.0F,7.9
101.85,4277,73.1F,7.9
101.9,4272,73.0F,7.9
101.95,4276,73.0F,7.9
102,4264,73.1F,7.9
102.05,4254,73.0F,7.9
102.1,4253,73.0F,7.9
102.15,4255,73.0F,7.9
102.2,4252,73.0F,7.9
102.25,4257,73.0F,7.9
102.3,4249,73.0F,7.9
102.35,4246,73.0F,7.9
102.4,4246,73.0F,7.9
102.45,4241,73.0F,7.9
102.5,4238,73.0F,7.9
102.55,4233,73.0F,7.9
102.6,4230,73.0F,7.9
102.65,4218,73.0F,7.9
102.7,4217,73.0F,7.9
102.75,4209,73.0F,7.9
102.8,4205,73.0F,7.9
102.85,4207,73.0F,7.9
102.9,4196,73.0F,7.9
102.95,4193,73.0F,7.9
103,4178,73.0F,7.9
103.05,4174,73.0F,7.9
103.1,4169,73.0F,7.9
103.15,4158,73.0F,7.9
103.2,4153,73.0F,7.9
103.25,4151,73.0F,7.9
103.3,4150,73.0F,7.9
103.35,4149,73.0F,7.9
103.4,4147,73.0F,7.9
103.45,4148,73.0F,7.9
103.5,4145,72.9F,7.9
103.55,4142,73.0F,7.9
103.6,4139,72.9F,7.9
103.65,4131,73.0F,7.9
103.7,4127,72.9F,7.9
103.75,4131,72.9F,7.9
103.8,4132,72.9F,7.9
103.85,4133,72.9F,7.9
103.9,4138,72.9F,7.9
103.95,4126,72.9F,7.9
104,4121,72.9F,7.9
104.05,4126,72.9F,7.9
104.1,4117,72.9F,7.9
104.15,4115,72.9F,7.9
104.2,4104,72.9F,7.9
104.25,4100,72.9F,7.9
104.3,4095,72.9F,7.9
104.35,4098,72.9F,7.9
104.4,4085,72.9F,7.9
104.45,4088,72.9F,7.9
104.5,4083,72.9F,7.9
104.55,4083,72.9F,7.9
104.6,4084,72.9F,7.9
104.65,4095,72.9F,7.9
104.7,4088,72.9F,7.9
104.75,4079,72.9F,7.9
104.8,4082,72.9F,7.9
104.85,4073,72.9F,7.9
104.9,4065,72.9F,7.9
104.95,4066,72.9F,7.9
105,4069,72.9F,7.9
105.05,4064,72.9F,7.9
105.1,4066,72.9F,7.9
105.15,4058,72.9F,7.9
105.2,4047,72.9F,7.9
105.25,4044,72.9F,7.9
105.3,4040,72.9F,7.9
105.35,4038,72.9F,7.9
105.4,4035,72.9F,7.9
105.45,4032,72.9F,7.9
105.5,4034,72.9F,7.9
105.55,4035,72.9F,7.9
105.6,4034,72.9F,7.9
105.65,4038,72.9F,7.9
105.7,4028,72.9F,7.9
105.75,4030,72.9F,7.9
105.8,4039,72.9F,7.9
105.85,4022,72.9F,7.9
105.9,4017,72.9F,7.9
105.95,4017,72.9F,7.9
106,4007,72.9F,7.9
106.05,4008,72.9F,7.9
106.1,4021,72.9F,7.9
106.15,4007,72.9F,7.9
106.2,4002,72.9F,7.9
106.25,3997,72.9F,7.9
106.3,3984,72.9F,7.9
106.35,3985,72.8F,7.9
106.4,3998,72.8F,7.9
106.45,3982,72.8F,7.9
106.5,3984,72.8F,7.9
106.55,3978,72.8F,7.9
106.6,3967,72.8F,7.9
106.65,3971,72.8F,7.9
106.7,3976,72.8F,7.9
106.75,3966,72.8F,7.9
106.8,3958,72.8F,7.9
106.85,3953,72.8F,7.9
106.9,3960,72.8F,7.9
106.95,3966,72.8F,7.9
107,3949,72.8F,7.9
107.05,3941,72.8F,7.9
107.1,3940,72.8F,7.9
107.15,3939,72.8F,7.9
107.2,3941,72.8F,7.9
107.25,3936,72.8F,7.9
107.3,3928,72.8F,7.9
107.35,3928,72.8F,7.9
107.4,3926,72.8F,7.9
107.45,3936,72.8F,7.9
107.5,3923,72.8F,7.9
107.55,3917,72.8F,7.9
107.6,3915,72.8F,7.9
107.65,3905,72.8F,7.9
107.7,3913,72.8F,7.9
107.75,3907,72.8F,7.9
107.8,3899,72.7F,7.9
107.85,3892,72.8F,7.9
107.9,3887,72.7F,7.9
107.95,3889,72.7F,7.9
108,3896,72.7F,7.9
108.05,3886,72.7F,7.9
108.1,3887,72.7F,7.9
108.15,3878,72.7F,7.9
108.2,3871,72.7F,7.9
108.25,3881,72.7F,7.9
108.3,3878,72.7F,7.9
108.35,3866,72.7F,7.9
108.4,3864,72.7F,7.9
108.45,3854,72.7F,7.9
108.5,3861,72.7F,7.9
108.55,3862,72.7F,7.9
108.6,3848,72.7F,7.9
108.65,3850,72.7F,7.9
108.7,3844,72.7F,7.9
108.75,3840,72.7F,7.9
108.8,3838,72.7F,7.9
108.85,3843,72.7F,7.9
108.9,3851,72.7F,7.9
108.95,3839,72.7F,7.9
109,3841,72.7F,7.9
109.05,3835,72.7F,7.9
109.1,3831,72.7F,7.9
109.15,3819,72.7F,7.9
109.2,3812,72.7F,7.9
109.25,3806,72.7F,7.9
109.3,3820,72.7F,7.9
109.35,3812,72.7F,7.9
109.4,3809,72.7F,7.9
109.45,3803,72.7F,7.9
109.5,3792,72.7F,7.9
109.55,3781,72.7F,7.9
109.6,3784,72.7F,7.9
109.65,3787,72.7F,7.9
109.7,3782,72.6F,7.9
109.75,3779,72.6F,7.9
109.8,3770,72.6F,7.9
109.85,3769,72.6F,7.9
109.9,3759,72.6F,7.9
109.95,3756,72.6F,7.9
110,3759,72.6F,7.9
110.05,3746,72.6F,7.9
110.1,3741,72.6F,7.9
110.15,3726,72.6F,7.9
110.2,3714,72.6F,7.9
110.25,3710,72.6F,7.9
110.3,3705,72.6F,7.9
110.35,3701,72.6F,7.9
110.4,3697,72.6F,7.9
110.45,3695,72.6F,7.9
110.5,3693,72.6F,7.9
110.55,3691,72.6F,7.9
110.6,3691,72.6F,7.9
110.65,3691,72.6F,7.9
110.7,3690,72.6F,7.9
110.75,3689,72.6F,7.9
110.8,3689,72.6F,7.9
110.85,3688,72.6F,7.9
110.9,3685,72.6F,7.9
110.95,3681,72.6F,7.9
111,3673,72.6F,7.9
111.05,3672,72.6F,7.9
111.1,3671,72.6F,7.9
111.15,3671,72.6F,7.9
111.2,3668,72.6F,7.9
111.25,3658,72.6F,7.9
111.3,3646,72.6F,7.9
111.35,3641,72.6F,7.9
111.4,3644,72.6F,7.9
111.45,3643,72.6F,7.9
111.5,3642,72.6F,7.9
111.55,3641,72.6F,7.9
111.6,3632,72.6F,7.9
111.65,3628,72.6F,7.9
111.7,3620,72.6F,7.9
111.75,3613,72.6F,7.9
111.8,3610,72.6F,7.9
111.85,3608,72.6F,7.9
111.9,3605,72.6F,7.9
111.95,3603,72.6F,7.9
112,3605,72.6F,7.9
112.05,3607,72.6F,7.9
112.1,3609,72.6F,7.9
112.15,3605,72.6F,7.9
112.2,3608,72.6F,7.9
112.25,3601,72.6F,7.9
112.3,3602,72.6F,7.9
112.35,3596,72.6F,7.9
112.4,3595,72.6F,7.9
112.45,3593,72.6F,7.9
112.5,3587,72.6F,7.9
112.55,3588,72.6F,7.9
112.6,3588,72.6F,7.9
112.65,3577,72.6F,7.9
112.7,3576,72.6F,7.9
112.75,3572,72.6F,7.9
112.8,3579,72.6F,7.9
112.85,3571,72.6F,7.9
112.9,3573,72.6F,7.9
112.95,3572,72.6F,7.9
113,3571,72.5F,7.9
113.05,3564,72.6F,7.9
113.1,3561,72.6F,7.9
113.15,3562,72.6F,7.9
113.2,3566,72.6F,7.9
113.25,3576,72.5F,7.9
113.3,3567,72.6F,7.9
113.35,3568,72.5F,7.9
113.4,3556,72.5F,7.9
113.45,3545,72.5F,7.9
113.5,3527,72.5F,7.9
113.55,3531,72.5F,7.9
113.6,3531,72.5F,7.9
113.65,3519,72.5F,7.9
113.7,3511,72.5F,7.9
113.75,3505,72.5F,7.9
113.8,3503,72.5F,7.9
113.85,3502,72.5F,7.9
113.9,3515,72.5F,7.9
113.95,3518,72.5F,7.9
114,3517,72.5F,7.9
114.05,3510,72.5F,7.9
114.1,3495,72.5F,7.9
114.15,3495,72.5F,7.9
114.2,3493,72.5F,7.9
114.25,3490,72.5F,7.9
114.3,3489,72.5F,7.9
114.35,3483,72.5F,7.9
114.4,3475,72.5F,7.9
114.45,3482,72.5F,7.9
114.5,3481,72.5F,7.9
114.55,3476,72.5F,7.9
114.6,3476,72.5F,7.9
114.65,3461,72.5F,7.9
114.7,3470,72.5F,7.9
114.75,3469,72.5F,7.9
114.8,3474,72.5F,7.9
114.85,3484,72.5F,7.9
114.9,3465,72.5F,7.9
114.95,3452,72.5F,7.9
115,3450,72.5F,7.9
115.05,3438,72.5F,7.9
115.1,3436,72.5F,7.9
115.15,3430,72.5F,7.9
115.2,3436,72.5F,7.9
115.25,3418,72.5F,7.9
115.3,3433,72.5F,7.9
115.35,3424,72.5F,7.9
115.4,3410,72.5F,7.9
115.45,3402,72.5F,7.9
115.5,3408,72.5F,7.9
115.55,3407,72.5F,7.9
115.6,3403,72.5F,7.9
115.65,3405,72.5F,7.9
115.7,3406,72.5F,7.9
115.75,3399,72.5F,7.9
115.8,3395,72.5F,7.9
115.85,3392,72.5F,7.9
115.9,3395,72.4F,7.9
115.95,3379,72.5F,7.9
116,3376,72.5F,7.9
116.05,3379,72.4F,7.9
116.1,3380,72.4F,7.9
116.15,3370,72.4F,7.9
116.2,3368,72.4F,7.9
116.25,3371,72.5F,7.9
116.3,3372,72.4F,7.9
116.35,3360,72.4F,7.9
116.4,3347,72.4F,7.9
116.45,3363,72.4F,7.9
116.5,3350,72.4F,7.9
116.55,3350,72.4F,7.9
116.6,3342,72.4F,7.9
116.65,3338,72.4F,7.9
116.7,3337,72.4F,7.9
116.75,3341,72.4F,7.9
116.8,3334,72.4F,7.9
116.85,3332,72.4F,7.9
116.9,3335,72.4F,7.9
116.95,3338,72.4F,7.9
117,3326,72.4F,7.9
117.05,3322,72.4F,7.9
117.1,3318,72.4F,7.9
117.15,3318,72.4F,7.9
117.2,3313,72.4F,7.9
117.25,3312,72.4F,7.9
117.3,3315,72.4F,7.9
117.35,3296,72.4F,7.9
117.4,3297,72.4F,7.9
117.45,3304,72.4F,7.9
117.5,3300,72.4F,7.9
117.55,3300,72.4F,7.9
117.6,3312,72.4F,7.9
117.65,3313,72.4F,7.9
